origin_text	ner_tagged_text
미 국방부의 빌 어번 대변인은 성명을 통해 “이날 자정 직후 사가미하라 미군기지의 사가미 보급창 건물에서 폭발이 일어났다”면서 “아직 부상자는 보고되지 않았다”고 밝혔다.	미 국방부[ORG]의 빌 어번[PER] 대변인은 성명을 통해 “이날 자정 직후 사가미하라 미군기지[LOC]의 사가미 보급창 건물에서 폭발이 일어났다”면서 “아직 부상자는 보고되지 않았다”고 밝혔다.
기아자동차의 올해 주력모델인 ‘신형 K5’의 가격대가 2235만~3145만 원으로 결정됐다.	기아자동차[ORG]의 올해 주력모델인 ‘신형 K5’의 가격[POH]대가 2235만~3145만 원으[MNY]로 
"ITF는 ""초보운전자와 운전종사자(택시·버스·화물차 운전자)에 대해서는 음주운전 처벌기준을 강화하는 경향이 대부분 국가에서 나타나고 있다""고 보고했다."	"ITF[ORG]는 ""초보운전자와 운전종사자(택시·버스·화물차 운전자)에 대해서는 음주운전 처벌기준을 강화하는 경향이 대부분 국가에서 나타나고 있다""고 보고했다."
결혼식 다음날 모리셔스로 신혼여행을 떠나는 두 사람은 경기도 분당에서 신접살림을 차릴 예정이다 .	결혼식 다음날 모리셔스[LOC]로 신혼여행을 떠나는 두 사람[NOH]은 경기도[LOC] 분당[LOC]에서 신접살림을 차릴 예정이다 .
화단 곳곳에는 한국전력공사가 임시로 설치한 전기선이 어지럽게 노출돼 있었다.	화단 곳곳에는 한국전력공사[ORG]가 임시로 설치한 전기선이 어지럽게 노출돼 있었다.
[단독]신동빈 “심려끼쳐 죄송… 수사 협조”	[단독]신동빈 “심려끼쳐 죄송…[PER] 수사 협조”
서태지와 아이들의 94년 악마 음악 논란도 파레이돌리아 현상으로 해석할 수 있다.	서태지와 아이들[ORG]의 94년[DAT] 악마 음악 논란도 파레이돌리아 현상으로 해석할 수 있다.
앞줄 왼쪽부터 이준한 인천대 정치외교학과 교수, 박한준 국제도시 송도 입주자연합회 회장, 이수범 인천대 신문방송학과 교수(위원장), 이상용 경인해운항공 대표, 천준호 인천시 정책기획관. 뒷줄 왼쪽부터 이주한 중앙일보 조사연구팀장, 남윤호 중앙일보 뉴스룸국장, 유준호 인천시 홍보기획팀장, 김종해 계산고 교사, 어석원 가림초 교사, 장세정 중앙일보 지역뉴스부장. 원혜옥 인하대 법학전문대학원 교수와 김송원 인천경실련 사무처장, 이종린 인천변호사협회 부회장, 오진규 가천대 길병원 교수는 개인 사정으로 불참했다.	앞줄 왼쪽부터 이준한[PER] 인천대 정치외교학과[ORG] 교수, 박한준[PER] 국제도시 송도 입주자연합회[ORG] 회장, 이수범[PER] 인천대 신문방송학과[ORG] 교수(위원장), 이상용[PER] 경인해운항공[ORG] 대표, 천준호[PER] 인천시 정책기획관[ORG]. 뒷줄 왼쪽부터 이주한[PER] 중앙일보[ORG] 조사연구팀장, 남윤호[PER] 중앙일보[ORG] 뉴스룸국장, 유준호[PER] 인천시 홍보기획팀장, 김종해[PER] 계산고[ORG] 교사, 어석원[PER] 가림초[ORG] 교사, 장세정[PER] 중앙일보[ORG] 지역뉴스부장. 원혜옥[PER] 인하대 법학전문대학원[ORG] 교수와 김송원[PER] 인천경실련[ORG] 사무처장, 이종린[PER] 인천변호사협회[ORG] 부회장, 오진규[PER] 가천대 길병원[ORG] 교수는 개인 사정으로 불참했다.
조응천 “검찰, 朴 전 대통령 출국금지부터 할 것”	조응천[PER] “검찰, 朴 전 대통령 출국금지[PER]부터 할 것”
동아일보와 특허정보회사 광개토연구소가 2005년부터 10년간 미국에서 제기된 특허 소송을 분석한 결과 NPE의 국내 기업 특허 공격 범위가 넓어져 지난해에는 중소·중견기업이 4곳이나 포함된 것으로 나타났다.	동아일보[ORG]와 특허정보회사 광개토연구소[ORG]가 2005년[DAT]부터 10년간[DUR] 미국[LOC]에서 제기된 특허 소송을 분석한 결과 NPE의 국내 기업 특허 공격 범위가 넓어져 지난해에는 중소·중견기업이 4곳[NOH]이나 포함된 것으로 나타났다.
미군, 北 탄도미사일 낙하 장소 ‘일본해’ 표기 논란	미군[ORG], 北 탄도미사[ORG]일 낙하 장소 ‘일본해’ 표기 논란
지난 2004년 5월 삼성생명 감독에 취임한 정 감독은 여섯 대회를 치르며 지난 2006년 여름리그에서는 팀을 챔프전 우승으로 이끌기도 했다 .	지난 2004년 5월[DAT] 삼성생명[ORG] 감독에 취임한 정[PER] 감독은 여섯 대회를 치르며 지난 2006년[DAT] 여름리그에서는 팀을 챔프전[POH] 우승으로 이끌기도 했다 .
설악산 케이블카 설치에 대해 찬반을 묻는 설문조사에서 반대 의견이 64%로 우위를 보이고 있다.	설악산[LOC] 케이블카 설치에 대해 찬반을 묻는 설문조사에서 반대 의견이 64%[PNT]로 우위를 보이고 있다.
108년이라는 시간 보다는 짧지만 인디언스 역시 1948년 이후 68년 동안 우승을 하지 못했다.	108년[DAT]이라는 시간 보다는 짧지만 인디언스[ORG] 역시 1948년[DAT] 이후 68년[DUR] 동안 우승을 하지 못했다.
이 공격에서 좌중앙에 큰 집을 확보하면서 형세가 이 9단에게 유리하게 흘렀다.	이 공격에서 좌중앙에 큰 집을 확보하면서 형세가 이[PER] 9단[NOH]에게 유리하게 흘렀다.
유럽선수가 이 대회에서 우승한 것은 1987년 샌디 라일(영국)의 연장전 우승 이후 21년만이다 .	유럽[LOC]선수가 이 대회에서 우승한 것은 1987년[DAT] 샌디 라일[PER](영국[ORG])의 연장전 우승 이후 21년[NOH]만이다 .
이 감독은 “태국은 높이가 낮기 때문에 안정된 서브 리시브로 우리 플레이를 살린다면 좋은 결과가 있을 것”이라고 전망했다 .	이[PER] 감독은 “태국은 높이가[ORG] 낮기 때문에 안정된 서브 리시브로 우리 플레이를 살린다면 좋은 결과가 있을 것”이라고 전망했다 .
가르시아는 전 세계에서 가장 비싼 파를 잡은 선수가 됐다 .	가르시아[PER]는 전 세계에서 가장 비싼 파를 잡은 선수가 됐다 .
이씨는 우연히 SNS에 올라온 일출 사진을 보고 지난 5월 마지막 멤버로 합류했다.	이[PER]씨는 우연히 SNS에 올라온 일출 사진을 보고 지난 5월[DAT] 마지막 멤버로 합류했다.
올시즌 11개 대회를 치른 현재 오초아(5승)와 소렌스탐(3승) 폴라 크리머(2승)가 10승을 합작중이다 .	올시즌 11개[NOH] 대회를 치른 현재 오초아[PER](5승[NOH])와 소렌스탐[PER](3승[NOH]) 폴라 크리머[PER](2승[NOH])가 10승[NOH]을 합작중이다 .
“다음 달 8일 열리는 총학생회 출범식은 2만 학우가 학교 발전을 위해 뜻을 모으는 소중한 자리가 될 겁니다.	“다음 달 8일 열리는 총[DAT]학생회 출범식은 2만 학우가 학[NOH]교 발전을 위해 뜻을 모으는 소중한 자리가 될 겁니다.
●올림픽 국가대표 2차선발전(태릉선수촌 양궁장)	●올림픽 국가대표 2차선발전([NOH]태릉선수
양측 갈등의 골이 깊어지면 내년 19차 전당대회에서 리 총리가 연임하지 못할 수도 있다는 관측도 나온다.	양측 갈등의 골이 깊어지면 내년 19차[NOH] 전당대회에서 리 총리가 연임하지 못할 수도 있다는 관측도 나온다.
사거리가 300km가 넘는 것으로 알려진 YJ-62는 중국 해군의 052C급 구축함에서 운용되는 것으로 알려졌다.	사거리가 300km[NOH]가 넘는 것으로 알려진 YJ-62[POH]는 중국[LOC] 해군의 052C[POH]급 구축함에서 운용되는 것으로 알려졌다.
장윤정 엄마, “도경완, 사위라고 참 어색한 얘긴데 부족한 윤정이 보듬어줘 감사”	장윤정[PER] 엄마, “도경완, 사위라[PER]고 참 어색한 얘긴데 부족한 윤정이 보듬어[PER]줘 감사”
또 골프장 인근 인흥초등학교 4~6학년 학생들을 대상으로 골프교실을 개설해 무료로 레슨도 해주고 있다 .	또 골프장 인근 인흥초등학교[ORG] 4[NOH]~6학년[NOH] 학생들을 대상으로 골프교실을 개설해 무료로 레슨도 해주고 있다 .
삼성그룹과 SK그룹도 2월에 열릴 전경련 회원총회에 참석하지 않고 회비 역시 내지 않는다는 내부 방침을 정했다.	삼성그룹[ORG]과 SK그룹[ORG]도 2월[DAT]에 열릴 전경련 회원총회[POH]에 참석하지 않고 회비 역시 내지 않는다는 내부 방침을 정했다.
박희수(SK), 원종현(NC), 임정우(LG), 장시환(kt) 등 투수 4명과 김태군(NC), 서건창, 김하성(이상 넥센), 손아섭(롯데) 등 야수 4명 등 8명이 괌으로 향했다.	박희수[PER](SK[ORG]), 원종현[PER](NC[ORG]), 임정우[PER](LG[ORG]), 장시환[PER](kt[ORG]) 등 투수 4명[NOH]과 김태군[PER](NC[ORG]), 서건창[PER], 김하성[PER](이상 넥센[ORG]), 손아섭[PER](롯데[ORG]) 등 야수 4명[NOH] 등 8명[NOH]이 괌[LOC]으로 향했다.
점수 분포는 7점과 5점이 각 네 명씩으로 가장 많았고, 세 명은 답하지 않았다.	점수 분포는 7점[NOH]과 5점[NOH]이 각 네 명[NOH]씩으로 가장 많았고, 세 명[NOH]은 답하지 않았다.
2013년 오픈해 수십만 명이 이용하고 있는 ‘포잉’ 서비스는 고급 호텔의 셰프 등 전문가들의 추천으로 엄선된 레스토랑 2000여 곳에 대한 정보와 예약 서비스를 제공한다.	2013년[DAT] 오픈해 수십만 명[NOH]이 이용하고 있는 ‘포잉’ 서비스[POH]는 고급 호텔의 셰프 등 전문가들의 추천으로 엄선된 레스토랑 2000여 곳에 대한 정보와 예약[NOH] 서비스를 제공한다.
또한 타이슨 챈들러와 함께 골밑을 굳게 지켰다 .	또한 타이슨 챈들러[PER]와 함께 골밑을 굳게 지켰다 .
토니 파커는 팀내 최다인 18점을 올리며 분전했다 .	토니 파커[PER]는 팀내 최다인 18점[NOH]을 올리며 분전했다 .
이날 교도통신 보도에 대해 한국 외교부 당국자는 “사실무근”이라고 밝혔다.	이날 교도통신[ORG] 보도에 대해 한국 외교부[ORG] 당국자는 “사실무근”이라고 밝혔다.
박혜수는 최근까지 자신의 인스타그램 계정에 근황 사진을 올리며 팬들과 소통해 왔다.	박혜수[PER]는 최근까지 자신의 인스타그램[POH] 계정에 근황 사진을 올리며 팬들과 소통해 왔다.
최신의 위치 탐지기(위성항법시스템), 레이더, 단파 무전기 등 첨단 시설이 장착되어 있어 국내 영해뿐 아니라 가까운 일본, 세계 어디라도 항해가 가능하다 .	최신의 위치 탐지기(위성항법시스템), 레이더, 단파 무전기 등 첨단 시설이 장착되어 있어 국내 영해뿐 아니라 가까운 일본[LOC], 세계 어디라도 항해가 가능하다 .
2014년 10월 롯데마트는 2만6500원에 팔던 배추김치 3400g을 20% 할인해 2만1200원에 판다고 매대에 표기했다.	2014년 10월[DAT] 롯데마트[ORG]는 2만6500원[MNY]에 팔던 배추김치 3400g[NOH]을 20%[PNT] 할인해 2만1200원[MNY]에 판다고 매대에 표기했다.
석명준(LG) - 3년간 평균연봉 1억원 (인센티브 2000만원)이중원(KCC) - 4년간 평균연봉 5000만원 (인센티브 2000만원)김기만(SK) - 4년간 평균연봉 1억3200만원 (인센티브 800만원)김종학(SK) - 4년간 평균연봉 8500만원 (인센티브 500만원)김병철(오리온스) - 2년간 평균연봉 2억2000만원 (인센티브 2000만원)이현준(오리온스) - 5년간 평균연봉 1억3000만원 (인센티브 2000만원)오용준(오리온스) - 3년간 평균연봉 1억7000만원이창수(모비스) - 1년간 평균연봉 1억1000만원 (인센티브 1500만원)우지원(모비스) - 2년간 평균연봉 2억1000만원 (인센티브 3000만원)강우형(모비스) - 1년간 평균연봉 3500만원 (인센티브 500만원)변청운(동부) - 2년간 평균연봉 8500만원김진호(동부) - 3년간 평균연봉 6000만원임영훈(KTF) - 3년간 평균연봉 7500만원 (인센티브 500만원)[모비스 우지원 .	석명준[PER](LG[ORG]) - 3년간[DUR] 평균연봉 1억원[MNY] (인센티브 2000만원[MNY])이중원[PER](KCC[ORG]) - 4년간[DUR] 평균연봉 5000만원[MNY] (인센티브 2000만원[MNY])김기만[PER](SK[ORG]) - 4년간[DUR] 평균연봉 1억3200만원[MNY] (인센티브 800만원[MNY])김종학[PER](SK[ORG]) - 4년간[DUR] 평균연봉 8500만원[MNY] (인센티브 500만원[MNY])김병철[PER](오리온스[ORG]) - 2년간[DUR] 평균연봉 2억2000만원[MNY] (인센티브 2000만원[MNY])이현준[PER](오리온스[ORG]) - 5년간[DUR] 평균연봉 1억3000만원[MNY] (인센티브 2000만원[MNY])오용준[PER](오리온스[ORG]) - 3년간[DUR] 평균연봉 1억7000만원[MNY]이창수[PER](모비스[ORG]) - 1년간[DUR] 평균연봉 1억1000만원[MNY] (인센티브 1500만원[MNY])우지원[PER](모비스[ORG]) - 2년간[DUR] 평균연봉 2억1000만원[MNY] (인센티브 3000만원[MNY])강우형[PER](모비스[ORG]) - 1년간[DUR] 평균연봉 3500만원[MNY] (인센티브 500만원[MNY])변청운[PER](동부[ORG]) - 2년간[DUR] 평균연봉 8500만원[MNY]김진호[PER](동부[ORG]) - 3년간[DUR] 평균연봉 6000만원[MNY]임영훈[PER](KTF[ORG]) - 3년간[DUR] 평균연봉 7500만원[MNY] (인센티브 500만원[MNY])[모비스 우
'야생마' 양용은(36 ㆍ 테일러메이드 ㆍ 사진)이 미국프로골프(PGA)투어 AT&T클래식(총상금 550만달러) 1라운드에서 공동 40위에 올랐다 .	'야생마' 양용은(36 ㆍ 테일러메[PER]이드 ㆍ[NOH] 사진)이 미국프로골프([ORG]PGA)투어 AT&T클래식(총상금 550만달러) 1라운드에서 공동 40위에 올
검찰이 26일까지 영수증 확인 작업과정에서 밝혀낸 가짜 영수증에 의한 거액 세금 납세자는 모두 주택건설업체 등 법인체.	검찰이 26일[DAT]까지 영수증 확인 작업과정에서 밝혀낸 가짜 영수증에 의한 거액 세금 납세자는 모두 주택건설업체 등 법인체.
선두권은 카이와 함께 라이언 팔머와 케니 페리(이상 미국) 등 무려 5명이 혼전을 계속하고 있다 .	선두권은 카이[PER]와 함께 라이언 팔머[PER]와 케니 페리[PER](이상 미국[ORG]) 등 무려 5명[NOH]이 혼전을 계속하고 있다 .
전라북도교육청은 1심 판결 결과가 나온 만큼 박씨를 징계위원회에 회부할 방침이다.	전라북도교육청[ORG]은 1심[NOH] 판결 결과가 나온 만큼 박[PER]씨를 징계위원회에 회부할 방침이다.
소녀시대 유닛 태티서의 신곡 ‘디어 산타’는 따뜻한 발라드와 R&B 선율이 잘 어우러진 도입부에 이어 경쾌하고 리드미컬한 팝, 스윙재즈 등이 메들리처럼 진행되는 드라마틱한 구성이 인상적인 곡이다.	소녀시대[ORG] 유닛 태티서[ORG]의 신곡 ‘디어 산타’는 따뜻[POH]한 발라드와 R&B 선율이 잘 어우러진 도입부에 이어 경쾌하고 리드미컬한 팝, 스윙재즈 등이 메들리처럼 진행되는 드라마틱한 구성이 인상적인 곡이다.
미국, 일본과 더불어 야구 좀 하는 나라로 꼽히는 한국의 야구 팬 눈으로 따져본다.	미국[ORG], 일본[ORG]과 더불어 야구 좀 하는 나라로 꼽히는 한국[ORG]의 야구 팬 눈으로 따져본다.
[뉴스플러스] 최무배, 스피릿MC 대회 출전 확정 外	[뉴스플러스] 최무배[POH], 스피릿MC 대회[PER] 출
이 대회 초청선수 줄리 잉스터(미국)는 공동 40위(7오버파 151타)에 그쳤다 .	이 대회 초청선수 줄리 잉스터[PER](미국[ORG])는 공동 40위[NOH](7오버파[NOH] 151타[NOH])에 그쳤다 .
"신지애는 경기후 ""후반에 샷 감각이 살아나면서 추격의 원동력이 됐다""면서 ""끝까지 최대한 집중력을 쏟아부어 우승할 수 있었다""면서 환호했다 ."	"신지애[PER]는 경기후 ""후반에 샷 감각이 살아나면서 추격의 원동력이 됐다""면서 ""끝까지 최대한 집중력을 쏟아부어 우승할 수 있었다""면서 환호했다 ."
현대오일뱅크는 당시 흑자를 내고 있었지만 모기업의 위기 극복에 동참한다는 차원에서 긴축경영에 동참했다.	현대오일뱅크[ORG]는 당시 흑자를 내고 있었지만 모기업의 위기 극복에 동참한다는 차원에서 긴축경영에 동참했다.
이날 대결에 앞서 김풍은 성규의 냉장고를 보고 흡족한 표정을 지으며 “드디어 내가 필요한 때가 왔다.	이날 대결에 앞서 김풍[PER]은 성규의 냉장고를 보고 흡족한 표정을 지으며 “드디어 내가 필요한 때가 왔다.
직장에서 무려 15시간을 보낸다.	직장에서 무려 15시간[DUR]을 보낸다.
전체 101만명 중 9642명만 이용… 시스템 개발 행자부도 145명 그쳐	전체 101만명[NOH] 중 9642명[NOH]만 이용… 시스템 개발 행자부도 145[ORG]명 
169개에 달하는 세부목표 이행을 정부에만 맡겨둘 수 없어 시민사회와 민간기업 등 모든 이해관계자가 참여하도록 포용성을 키운 것도 특징이다.	169개[NOH]에 달하는 세부목표 이행을 정부에만 맡겨둘 수 없어 시민사회와 민간기업 등 모든 이해관계자가 참여하도록 포용성을 키운 것도 특징이다.
김형실 대한배구협회 전무이사를 단장으로 이정철 감독 신동연 코치 여창호 트레이너 전 국가대표 최광희 전력분석관 등이 포함됐다 .	김형실[PER] 대한배구협회[ORG] 전무이사를 단장으로 이정철[PER] 감독 신동연[PER] 코치 여창호[PER] 트레이너 전 국가대표 최광희[PER] 전력분석관 등이 포함됐다 .
한강신도시 모아엘가 2차는 계약금(1차) 정액제(1000만 원)와 중도금 전액(60%) 무이자 대출조건으로 내 집 마련을 꿈꾸는 수요자들의 부담을 덜어주고 있다.	한강신도시[LOC] 모아엘가 2차[NOH]는 계약금(1차[NOH]) 정액제(1000만 원[MNY])와 중도금 전액(60%[PNT]) 무이자 대출조건으로 내 집 마련을 꿈꾸는 수요자들의 부담을 덜어주고 있다.
이들은 신지애(20)와 안선주(21) .	이들은 신지애[PER](20[NOH])와 안선주[PER](21[NOH]) .
‘5·31 교육개혁 그리고 20년’ 책 낸 안병영 前 교육부장관	‘5·31 교육개혁 그리고 20년’ 책 낸 안[POH]병영 前 교육부장
박 PD는 “하지만 15주년 특집에 녹이기엔 시기적 무리가 있었다”고 말했다.	박[PER] PD는 “하지만 15주년 특집에 녹[NOH]이기엔 시기적 무리가 있었다”고 말했다.
특히 이번 시즌에 출시된 신제품에는 소재 자체의 통기 기능과 함께 땀이 많이 배출되는 부위에 구멍을 뚫어 통기성을 극대화한 ‘에어 패널’ 디자인을 적용했다.	특히 이번 시즌에 출시된 신제품에는 소재 자체의 통기 기능과 함께 땀이 많이 배출되는 부위에 구멍을 뚫어 통기성을 극대화한 ‘에어 패널’ 디자인[POH]을 적용했다.
전임자인 플린이 취임 전부터 미국 주재 러시아 대사와 만나 대러제재해제를 논의했다는 사실때문에 물러난 상황에서, 외부인사와의 비슷한 스캔들 전력이 있는 퍼트레이어스를 트럼프가 안보보좌관으로 낙점할지는 미지수이다.	전임자인 플린[PER]이 취임 전부터 미국[LOC] 주재 러시아[ORG] 대사와 만나 대러제재해제를 논의했다는 사실때문에 물러난 상황에서, 외부인사와의 비슷한 스캔들 전력이 있는 퍼트레이어스[PER]를 트럼프[PER]가 안보보좌관으로 낙점할지는 미지수이다.
이날 김소연은 수줍은 소녀 같은 제스처와 “빨리 안건~”이라는 애교 섞인 재촉으로 G12를 열광케 했다.	이날 김소연[PER]은 수줍은 소녀 같은 제스처와 “빨리 안건~”이라는 애교 섞인 재촉으로 G12를 열광케 했
한 참 못 미치는 2베크렐 정도의 수치를 나타냈다.	한 참 못 미치는 2베크렐[NOH] 정도의 수치를 나타냈다.
알파고 바둑실력 비결은… 개발책임자 데이비드 실버 박사 인터뷰	알파고[POH] 바둑실력 비결은… 개발책임자 데이비드 실버 박사 인터[PER]뷰
외국인투수 전원 교체를 결정한 한화는 외국인선수 중에서는 유일하게 로사리오와 재계약했다.	외국인투수 전원 교체를 결정한 한화[ORG]는 외국인선수 중에서는 유일하게 로사리오[PER]와 재계약했다.
신지애, 세계랭킹 6위로 한 계단 상승	신지애[PER], 세계랭킹 6위[NOH]로 한 계단[NOH] 상승
두산중공업 사우디아라비아 라빅건설사무소가 지난 1월 28일 무재해 5000만 시간을 달성했다.	두산중공업 사우디아라비아 라빅건설사무소[ORG]가 지난 1월 28일[DAT] 무재해 5000만 시간[DUR]을 달성했다.
이 씨는 “아들이 ‘선생님이 그런 아이들을 말리면서도 자신에게만 수업 중에도 마스크를 쓰고 있게 했다’며 서러운 듯 우는데 가슴이 무너지는 것 같았다”고 말했다.	이[PER] 씨는 “아들이 ‘선생님이 그런 아이들을 말리면서도 자신에게만 수업 중에도 마스크를 쓰고 있게 했다’며 서러운 듯 우는데 가슴이 무너지는 것 같았다”고 말했다.
'복면가왕 연필'은 소냐? 결정적인 증거 발견… 마이크 쥐는 모습이 일치해	'복면가왕 연필'은 소냐[PER]? 결정적인 증거 발[PER]견… 마이크 쥐는 모습이 일치해
최상호는 이날 1, 2번홀의 연속 버디로 기분좋게 출발해 4, 6번홀에서 '징검다리 버디'를 보태는 등 전반에만 5타를 줄이며 '펄펄' 날았다 .	최상호[PER]는 이날 1[NOH], 2번[NOH]홀의 연속 버디로 기분좋게 출발해 4[NOH], 6번[NOH]홀에서 '징검다리 버디'를 보태는 등 전반에만 5타를 줄이며 '펄펄'[NOH] 날았다 .
유럽 챔피언스리그(2009·2011)에서도, 클럽월드컵(2009·2011)에서도 메시가 골을 넣으면 바르셀로나가 우승했다.	유럽 챔피언스리그[POH](2009[DAT]·2011[DAT])에서도, 클럽월드컵[POH](2009[DAT]·2011[DAT])에서도 메시[PER]가 골을 넣으면 바르셀로나[ORG]가 우승했다.
LG는 지난 21일 원 소속팀 울산 모비스 피버스와의 협상이 결렬된 전형수와 5년간 연봉 2억6500만원(옵션 3500만원 포함)에 FA 계약을 체결했다고 발표했다 .	LG[ORG]는 지난 21일[DAT] 원 소속팀 울산 모비스 피버스[ORG]와의 협상이 결렬된 전형수[PER]와 5년간[DUR] 연봉 2억6500만원[MNY](옵션 3500만원[MNY] 포함)에 FA 계약을 체결했다고 발표했다 .
"내년 연봉협상시 기준은 옵션을 제한 2억3000만원이다""라고 설명했다 ."	"내년 연봉협상시 기준은 옵션을 제한 2억3000만원[MNY]이다""라고 설명했다 ."
비자 없이 90일간 체류가 가능하다.	비자 없이 90일간[DUR] 체류가 가능하다.
김관진-맥매스터도 20분간 통화… EU ‘대북 투자금지 확대’ 추가제재	김관진[PER]-맥매스터[PER]도 20분간[DUR] 통화… EU ‘대북 투[ORG]자금지 확대’ 추가제재
게다가 후쿠자와는 저서 ‘학문의 권장’에서 “일본 국민의 유순함은 집에서 기르는 비쩍 마른 개와 같다”	게다가 후쿠자와[PER]는 저서 ‘학문의 권장’에서 “[POH]일본 국민의 유순함은 집에서 기르[ORG]는 비쩍 마른 개와 같다”
"☞ 관련기사 보기 배유나-양효진 ""일본전 두렵지 않다"""	"☞ 관련기사 보기 배유나-양효진[PER] ""일본전[PER] 두렵지 않다"
중국을 대신해 평화·민주·단결·통일 대업의 기초를 공고히 했다.	중국[ORG]을 대신해 평화·민주·단결·통일 대업의 기초를 공고히 했다.
지난해 삼성서울병원 정신건강의학과에서 발표한 내용을 보면 일주일 기준으로 대기 중 미세먼지 농도가 1㎥당 37.8㎍이 증가하면 자살률이 3.2%씩 증가한다.	지난해 삼성서울병원[ORG] 정신건강의학과에서 발표한 내용을 보면 일주일[DUR] 기준으로 대기 중 미세먼지 농도가 1㎥당 37.[NOH]8㎍이 증가하면 자살률[NOH]이 3.2%씩 증가한
‘역전의 여왕’ 신지애…JLPGA 히구치 히사코 레이디스 우승	‘역전의 여왕’ 신지애…JLPGA 히구[PER]치 히사코 레
이같은 중고품 수거제는 일본이나 독일등 환경선진국에서도 최근 1∼2년 사이 도입한 방식으로, 가전제품 폐기물을 줄이고 재활용률을 높이는데 획기적인 기여를 하게 될 것으로 기대된다.	이같은 중고품 수거제는 일본[ORG]이나 독일[PER]등 환경선진국에서도 최근 1[NOH]∼2년 사이 도입[NOH]한 방식으로, 가전제품 폐기물을 줄이고 재활용률을 높이는데 획기적인 기여를 하게 될 것으로 기대된다.
상금으로 5만 달러(약 6000만원)를 받았다.	상금으로 5만 달러[MNY](약 6000만원[MNY])를 받았다.
『거래의 기술 : 트럼프는 어떻게 원하는 것을 얻는가』(도널드 트럼프 지음, 이재호 옮김, 살림출판사, 2016)이 책에는 트럼프가 어떻게 사업을 꾸려 가는지를 비롯한 그의 활동 내역이 적나라하게 담겨 있다.	『거래의 기술 : 트럼프는 어떻게 원하는 것을 얻는가』(도널[POH]드 트럼프 지음, 이재호 옮김[PER], 살림출판사[PER], 2016)이 책[ORG]에는 트럼프[DAT]가 어떻게 사업을 꾸[PER]려 가는지를 비롯한 그의 활동 내역이 적나라하게 담겨 있다.
전체 8개팀 중 1위와 아시아 4개국(일본 한국 태국 카자흐스탄) 가운데 1위, 그리고 나머지 국가 가운데 상위 1,2위팀이 올림픽 출전권을 가진다 ．	전체 8개[NOH]팀 중 1위[NOH]와 아시아[LOC] 4개국[NOH](일본[ORG] 한국[ORG] 태국[ORG] 카자흐스탄[ORG]) 가운데 1위[NOH], 그리고 나머지 국가 가운데 상위 1[NOH],2위[NOH]팀이 올림픽 출전권을 가진다 ．
지금 확산 추세에 있는 북한의 장마당에 바깥바람을 불어넣어야 한다.	지금 확산 추세에 있는 북한[ORG]의 장마당에 바깥바람을 불어넣어야 한다.
수능전형은 수능 100%를, 일반전형은 수능 60%, 학생부 40%를 각각 반영한다.	수능전형은 수능 100%[PNT]를, 일반전형은 수능 60%[PNT], 학생부 40%[PNT]를 각각 반영한다.
박람회 현장에서 매 시간마다 추첨을 통해 경품을 증정하는 ‘LUCKY DRAW’를 진행한다.	박람회 현장에서 매 시간마다 추첨을 통해 경품을 증정하는 ‘LUCKY DRAW’를 진행[POH]한다.
60세 퇴직을 가정할 때 40년 동안 어떻게 살 것인지는 평생학습을 통해 어떤 준비를 했느냐에 따라 결정된다고 봅니다.	60세[NOH] 퇴직을 가정할 때 40년 동안[DUR] 어떻게 살 것인지는 평생학습을 통해 어떤 준비를 했느냐에 따라 결정된다고 봅니다.
"김혜윤은 ""사실 배운다는 자세로 경기에 임했는데 좋은 결과가 나와 기쁘다""면서 ""오늘 큰 산을 두 차례나 넘으면서 힘들게 4강까지 올라온 만큼 내일은 꼭 우승까지 해보고 싶다""고 각오를 다졌다 ."	"김혜윤[PER]은 ""사실 배운다는 자세로 경기에 임했는데 좋은 결과가 나와 기쁘다""면서 ""오늘 큰 산을 두 차례나 넘으면서 힘들게 4강까지[NOH] 올라온 만큼 내일은 꼭 우[NOH]승까지 해보고 싶다""고 각오를 다졌다 ."
지난해 확실한 믿음(?)을 줬던 한화가 달라졌기 때문이죠.	지난해 확실한 믿음(?)을 줬던 한화[ORG]가 달라졌기 때문이죠.
‘이태원 살인사건’ 재판에서 검찰과 변호인 양측이 신청한 증인은 에드워드 리를 포함해 총 31명. 에드워드 리와 존 패터슨의 지인, 혈흔 형태 분석가, 도검 전문가 등이 포함됐다.	‘이태원 살인사건’ 재판에[POH]서 검찰과 변호인 양측이 신청한 증인은 에드워드 리를 포함해 총 31명[PER]. 에드워드 리와 존[NOH] 패터슨의 지인[PER], 혈흔 형태[PER] 분석가, 도검 전문가 등이 포함됐다.
이어 김민식도 적시타를 기록, 스코어는 3-0이 됐다.	이어 김민식[PER]도 적시타를 기록, 스코어는 3-0[NOH]이 됐다.
코닝클래식, 장정 공동선두 도약	코닝클래식[POH], 장정[PER] 공동선두 도약
진화하는 할리우드 영화 시리즈가 그렇듯 ‘엑스맨’도 편수를 더할수록 점차 강한 악당이 등장한다.	진화하는 할리우드 영화 시리즈가 그렇듯 ‘엑스맨’도 편수[POH]를 더할수록 점차 강한 악당이 등장한다.
아시아권에서조차 한국의 자리는 위태롭다 .	아시아[LOC]권에서조차 한국[ORG]의 자리는 위태롭다 .
